date,brand,category,season,sim_price,sim_demand
2024-03-25,Banana Republic,Dresses,Spring,111.0,6.06
2024-04-01,Banana Republic,Dresses,Spring,105.74,5.2
2024-04-08,Banana Republic,Dresses,Spring,103.53,6.57
2024-04-15,Banana Republic,Dresses,Spring,116.37,4.98
2024-04-22,Banana Republic,Dresses,Spring,123.06,5.07
2024-04-29,Banana Republic,Dresses,Spring,126.9,4.44
2024-05-06,Banana Republic,Dresses,Spring,120.58,4.57
2024-05-13,Banana Republic,Dresses,Spring,116.89,5.04
2024-05-20,Banana Republic,Dresses,Spring,106.69,5.24
2024-05-27,Banana Republic,Dresses,Spring,104.58,6.17
2024-06-03,Banana Republic,Dresses,Summer,101.94,5.98
2024-06-10,Banana Republic,Dresses,Summer,106.06,6.62
2024-06-17,Banana Republic,Dresses,Summer,102.7,6.11
2024-06-24,Banana Republic,Dresses,Summer,100.8,6.21
2024-07-01,Banana Republic,Dresses,Summer,99.62,6.71
2024-07-08,Banana Republic,Dresses,Summer,101.13,6.67
2024-07-15,Banana Republic,Dresses,Summer,98.2,6.31
2024-07-22,Banana Republic,Dresses,Summer,92.25,7.46
2024-07-29,Banana Republic,Dresses,Summer,97.66,6.47
2024-08-05,Banana Republic,Dresses,Summer,102.57,6.22
2024-08-12,Banana Republic,Dresses,Summer,108.63,6.19
2024-08-19,Banana Republic,Dresses,Summer,100.67,6.65
2024-08-26,Banana Republic,Dresses,Summer,101.37,6.05
2024-09-02,Banana Republic,Dresses,Fall,98.34,6.93
2024-09-09,Banana Republic,Dresses,Fall,95.14,5.39
2024-09-16,Banana Republic,Dresses,Fall,96.63,5.9
2024-09-23,Banana Republic,Dresses,Fall,97.36,5.63
2024-09-30,Banana Republic,Dresses,Fall,97.31,6.74
2024-10-07,Banana Republic,Dresses,Fall,101.98,6.39
2024-10-14,Banana Republic,Dresses,Fall,98.46,5.9
2024-10-21,Banana Republic,Dresses,Fall,96.33,4.98
2024-10-28,Banana Republic,Dresses,Fall,94.87,6.6
2024-11-04,Banana Republic,Dresses,Fall,99.14,5.94
2024-11-11,Banana Republic,Dresses,Fall,96.89,5.52
2024-11-18,Banana Republic,Dresses,Fall,95.31,6.23
2024-11-25,Banana Republic,Dresses,Fall,93.08,6.63
2024-12-02,Banana Republic,Dresses,Winter,93.12,6.19
2024-12-09,Banana Republic,Dresses,Winter,93.73,6.52
2024-12-16,Banana Republic,Dresses,Winter,92.9,5.98
2024-12-23,Banana Republic,Dresses,Winter,90.13,5.38
2024-12-30,Banana Republic,Dresses,Winter,84.99,5.24
2024-01-01,Banana Republic,Outerwear,Winter,129.46,2.69
2024-01-08,Banana Republic,Outerwear,Winter,127.24,2.68
2024-01-15,Banana Republic,Outerwear,Winter,131.88,2.75
2024-01-22,Banana Republic,Outerwear,Winter,132.63,2.75
2024-01-29,Banana Republic,Outerwear,Winter,129.39,3.15
2024-02-05,Banana Republic,Outerwear,Winter,122.76,3.4
2024-02-12,Banana Republic,Outerwear,Winter,118.61,3.89
2024-02-19,Banana Republic,Outerwear,Winter,113.85,3.73
2024-02-26,Banana Republic,Outerwear,Winter,124.1,3.05
2024-03-04,Banana Republic,Outerwear,Spring,129.81,3.69
2024-03-11,Banana Republic,Outerwear,Spring,126.38,3.51
2024-03-18,Banana Republic,Outerwear,Spring,118.26,4.43
2024-03-25,Banana Republic,Outerwear,Spring,121.1,3.93
2024-04-01,Banana Republic,Outerwear,Spring,129.08,3.67
2024-04-08,Banana Republic,Outerwear,Spring,133.53,3.76
2024-04-15,Banana Republic,Outerwear,Spring,130.9,3.72
2024-04-22,Banana Republic,Outerwear,Spring,135.86,3.49
2024-04-29,Banana Republic,Outerwear,Spring,130.05,3.7
2024-05-06,Banana Republic,Outerwear,Spring,132.13,3.54
2024-05-13,Banana Republic,Outerwear,Spring,124.56,3.54
2024-05-20,Banana Republic,Outerwear,Spring,131.07,3.54
2024-05-27,Banana Republic,Outerwear,Spring,128.6,3.88
2024-06-03,Banana Republic,Outerwear,Summer,128.26,4.32
2024-06-10,Banana Republic,Outerwear,Summer,124.51,4.24
2024-06-17,Banana Republic,Outerwear,Summer,134.92,3.98
2024-06-24,Banana Republic,Outerwear,Summer,127.39,3.77
2024-07-01,Banana Republic,Outerwear,Summer,120.35,4.27
2024-07-08,Banana Republic,Outerwear,Summer,124.28,4.16
2024-07-15,Banana Republic,Outerwear,Summer,118.4,4.57
2024-07-22,Banana Republic,Outerwear,Summer,111.68,4.29
2024-07-29,Banana Republic,Outerwear,Summer,115.89,4.49
2024-08-05,Banana Republic,Outerwear,Summer,115.24,4.72
2024-08-12,Banana Republic,Outerwear,Summer,114.97,4.78
2024-08-19,Banana Republic,Outerwear,Summer,106.81,5.33
2024-08-26,Banana Republic,Outerwear,Summer,102.11,5.47
2024-09-02,Banana Republic,Outerwear,Fall,102.7,5.12
2024-09-09,Banana Republic,Outerwear,Fall,107.51,3.83
2024-09-16,Banana Republic,Outerwear,Fall,115.68,3.63
2024-09-23,Banana Republic,Outerwear,Fall,123.09,3.62
2024-09-30,Banana Republic,Outerwear,Fall,120.0,4.31
2024-10-07,Banana Republic,Outerwear,Fall,114.99,3.64
2024-10-14,Banana Republic,Outerwear,Fall,121.19,3.51
2024-10-21,Banana Republic,Outerwear,Fall,119.38,3.78
2024-10-28,Banana Republic,Outerwear,Fall,121.63,3.25
2024-11-04,Banana Republic,Outerwear,Fall,116.72,3.66
2024-11-11,Banana Republic,Outerwear,Fall,116.75,4.04
2024-11-18,Banana Republic,Outerwear,Fall,114.29,3.92
2024-11-25,Banana Republic,Outerwear,Fall,109.41,4.15
2024-12-02,Banana Republic,Outerwear,Winter,107.52,3.53
2024-12-09,Banana Republic,Outerwear,Winter,107.84,3.83
2024-12-16,Banana Republic,Outerwear,Winter,118.9,3.22
2024-12-23,Banana Republic,Outerwear,Winter,123.56,3.29
2024-12-30,Banana Republic,Outerwear,Winter,118.99,3.09
2024-01-01,Banana Republic,Shoes,Winter,100.98,4.05
2024-01-08,Banana Republic,Shoes,Winter,106.36,3.69
2024-01-15,Banana Republic,Shoes,Winter,104.9,4.22
2024-01-22,Banana Republic,Shoes,Winter,102.78,4.08
2024-01-29,Banana Republic,Shoes,Winter,96.68,4.84
2024-02-05,Banana Republic,Shoes,Winter,98.18,4.31
2024-02-12,Banana Republic,Shoes,Winter,101.21,4.1
2024-02-19,Banana Republic,Shoes,Winter,102.05,4.31
2024-02-26,Banana Republic,Shoes,Winter,106.4,4.07
2024-03-04,Banana Republic,Shoes,Spring,102.94,5.2
2024-03-11,Banana Republic,Shoes,Spring,109.14,4.72
2024-03-18,Banana Republic,Shoes,Spring,103.59,5.94
2024-03-25,Banana Republic,Shoes,Spring,103.85,5.14
2024-04-01,Banana Republic,Shoes,Spring,102.21,5.46
2024-04-08,Banana Republic,Shoes,Spring,98.76,5.51
2024-04-15,Banana Republic,Shoes,Spring,96.3,5.79
2024-04-22,Banana Republic,Shoes,Spring,101.37,5.07
2024-04-29,Banana Republic,Shoes,Spring,96.34,5.85
2024-05-06,Banana Republic,Shoes,Spring,98.02,5.17
2024-05-13,Banana Republic,Shoes,Spring,97.36,4.71
2024-05-20,Banana Republic,Shoes,Spring,95.7,5.09
2024-05-27,Banana Republic,Shoes,Spring,96.9,6.15
2024-06-03,Banana Republic,Shoes,Summer,98.43,6.36
2024-06-10,Banana Republic,Shoes,Summer,100.92,6.47
2024-06-17,Banana Republic,Shoes,Summer,105.57,4.76
2024-06-24,Banana Republic,Shoes,Summer,116.9,4.86
2024-07-01,Banana Republic,Shoes,Summer,118.71,4.72
2024-07-08,Banana Republic,Shoes,Summer,123.34,4.25
2024-07-15,Banana Republic,Shoes,Summer,118.27,4.98
2024-07-22,Banana Republic,Shoes,Summer,117.7,4.34
2024-07-29,Banana Republic,Shoes,Summer,115.29,5.03
2024-08-05,Banana Republic,Shoes,Summer,107.38,5.17
2024-08-12,Banana Republic,Shoes,Summer,112.78,4.74
2024-08-19,Banana Republic,Shoes,Summer,119.76,4.37
2024-08-26,Banana Republic,Shoes,Summer,107.77,4.69
2024-09-02,Banana Republic,Shoes,Fall,98.92,5.69
2024-09-09,Banana Republic,Shoes,Fall,107.41,4.57
2024-09-16,Banana Republic,Shoes,Fall,106.66,3.81
2024-09-23,Banana Republic,Shoes,Fall,111.24,3.54
2024-09-30,Banana Republic,Shoes,Fall,110.73,4.17
2024-10-07,Banana Republic,Shoes,Fall,110.7,5.04
2024-10-14,Banana Republic,Shoes,Fall,105.75,4.12
2024-10-21,Banana Republic,Shoes,Fall,108.46,4.68
2024-10-28,Banana Republic,Shoes,Fall,100.75,4.68
2024-11-04,Banana Republic,Shoes,Fall,106.91,4.98
2024-11-11,Banana Republic,Shoes,Fall,107.8,4.14
2024-11-18,Banana Republic,Shoes,Fall,106.09,4.11
2024-11-25,Banana Republic,Shoes,Fall,105.43,5.23
2024-12-02,Banana Republic,Shoes,Winter,112.29,3.92
2024-12-09,Banana Republic,Shoes,Winter,114.78,3.27
2024-12-16,Banana Republic,Shoes,Winter,121.52,3.64
2024-12-23,Banana Republic,Shoes,Winter,119.1,3.85
2024-12-30,Banana Republic,Shoes,Winter,104.15,4.14
2024-01-01,Banana Republic,Tops,Winter,54.84,9.32
2024-01-08,Banana Republic,Tops,Winter,58.01,8.59
2024-01-15,Banana Republic,Tops,Winter,56.15,10.66
2024-01-22,Banana Republic,Tops,Winter,56.15,8.83
2024-01-29,Banana Republic,Tops,Winter,58.52,8.37
2024-02-05,Banana Republic,Tops,Winter,57.44,9.46
2024-02-12,Banana Republic,Tops,Winter,59.54,8.57
2024-02-19,Banana Republic,Tops,Winter,54.27,9.6
2024-02-26,Banana Republic,Tops,Winter,55.09,8.97
2024-03-04,Banana Republic,Tops,Spring,55.75,11.31
2024-03-11,Banana Republic,Tops,Spring,60.63,10.16
2024-03-18,Banana Republic,Tops,Spring,63.43,9.34
2024-03-25,Banana Republic,Tops,Spring,65.24,10.08
2024-04-01,Banana Republic,Tops,Spring,62.56,9.07
2024-04-08,Banana Republic,Tops,Spring,64.08,10.53
2024-04-15,Banana Republic,Tops,Spring,66.3,10.33
2024-04-22,Banana Republic,Tops,Spring,63.91,8.57
2024-04-29,Banana Republic,Tops,Spring,63.25,8.57
2024-05-06,Banana Republic,Tops,Spring,61.12,8.33
2024-05-13,Banana Republic,Tops,Spring,55.07,11.37
2024-05-20,Banana Republic,Tops,Spring,51.51,11.11
2024-05-27,Banana Republic,Tops,Spring,54.9,11.69
2024-06-03,Banana Republic,Tops,Summer,54.04,11.39
2024-06-10,Banana Republic,Tops,Summer,54.4,13.06
2024-06-17,Banana Republic,Tops,Summer,55.27,13.07
2024-06-24,Banana Republic,Tops,Summer,59.23,11.78
2024-07-01,Banana Republic,Tops,Summer,57.76,10.81
2024-07-08,Banana Republic,Tops,Summer,57.02,12.67
2024-07-15,Banana Republic,Tops,Summer,55.99,11.81
2024-07-22,Banana Republic,Tops,Summer,58.23,10.99
2024-07-29,Banana Republic,Tops,Summer,54.12,14.41
2024-08-05,Banana Republic,Tops,Summer,56.78,12.37
2024-08-12,Banana Republic,Tops,Summer,59.11,12.35
2024-08-19,Banana Republic,Tops,Summer,57.26,12.38
2024-08-26,Banana Republic,Tops,Summer,58.64,12.59
2024-09-02,Banana Republic,Tops,Fall,60.25,10.66
2024-09-09,Banana Republic,Tops,Fall,60.45,9.54
2024-09-16,Banana Republic,Tops,Fall,60.06,9.54
2024-09-23,Banana Republic,Tops,Fall,60.05,10.53
2024-09-30,Banana Republic,Tops,Fall,58.24,9.62
2024-10-07,Banana Republic,Tops,Fall,58.74,9.4
2024-10-14,Banana Republic,Tops,Fall,55.01,10.85
2024-10-21,Banana Republic,Tops,Fall,54.61,9.88
2024-10-28,Banana Republic,Tops,Fall,56.13,10.23
2024-11-04,Banana Republic,Tops,Fall,58.38,10.74
2024-11-11,Banana Republic,Tops,Fall,56.66,10.9
2024-11-18,Banana Republic,Tops,Fall,53.15,10.17
2024-11-25,Banana Republic,Tops,Fall,50.96,12.59
2024-12-02,Banana Republic,Tops,Winter,54.08,9.98
2024-12-09,Banana Republic,Tops,Winter,52.59,10.3
2024-12-16,Banana Republic,Tops,Winter,55.04,10.11
2024-12-23,Banana Republic,Tops,Winter,53.57,8.98
2024-12-30,Banana Republic,Tops,Winter,53.3,9.89
2024-01-01,Forever21,Accessories,Winter,35.56,18.39
2024-01-08,Forever21,Accessories,Winter,34.48,18.54
2024-01-15,Forever21,Accessories,Winter,32.68,22.85
2024-01-22,Forever21,Accessories,Winter,34.77,16.6
2024-01-29,Forever21,Accessories,Winter,35.98,19.58
2024-02-05,Forever21,Accessories,Winter,34.61,19.32
2024-02-12,Forever21,Accessories,Winter,34.41,18.34
2024-02-19,Forever21,Accessories,Winter,35.04,15.27
2024-02-26,Forever21,Accessories,Winter,34.59,19.62
2024-03-04,Forever21,Accessories,Spring,34.36,20.33
2024-03-11,Forever21,Accessories,Spring,33.42,23.99
2024-03-18,Forever21,Accessories,Spring,33.68,24.33
2024-03-25,Forever21,Accessories,Spring,33.04,24.14
2024-04-01,Forever21,Accessories,Spring,30.94,21.36
2024-04-08,Forever21,Accessories,Spring,30.74,21.84
2024-04-15,Forever21,Accessories,Spring,33.17,23.04
2024-04-22,Forever21,Accessories,Spring,33.6,20.71
2024-04-29,Forever21,Accessories,Spring,33.17,25.2
2024-05-06,Forever21,Accessories,Spring,35.29,22.47
2024-05-13,Forever21,Accessories,Spring,36.43,21.56
2024-05-20,Forever21,Accessories,Spring,36.68,19.09
2024-05-27,Forever21,Accessories,Spring,35.88,20.26
2024-06-03,Forever21,Accessories,Summer,33.87,27.31
2024-06-10,Forever21,Accessories,Summer,34.08,21.9
2024-06-17,Forever21,Accessories,Summer,31.7,26.86
2024-06-24,Forever21,Accessories,Summer,33.09,22.67
2024-07-01,Forever21,Accessories,Summer,33.64,23.5
2024-07-08,Forever21,Accessories,Summer,34.59,19.62
2024-07-15,Forever21,Accessories,Summer,34.57,22.1
2024-07-22,Forever21,Accessories,Summer,35.05,23.99
2024-07-29,Forever21,Accessories,Summer,36.69,20.39
2024-08-05,Forever21,Accessories,Summer,36.5,18.15
2024-08-12,Forever21,Accessories,Summer,35.28,24.15
2024-08-19,Forever21,Accessories,Summer,35.41,20.59
2024-08-26,Forever21,Accessories,Summer,36.82,21.21
2024-09-02,Forever21,Accessories,Fall,38.01,16.98
2024-09-09,Forever21,Accessories,Fall,38.45,19.45
2024-09-16,Forever21,Accessories,Fall,41.91,19.71
2024-09-23,Forever21,Accessories,Fall,36.92,20.43
2024-09-30,Forever21,Accessories,Fall,36.96,18.71
2024-10-07,Forever21,Accessories,Fall,37.6,15.08
2024-10-14,Forever21,Accessories,Fall,38.47,19.99
2024-10-21,Forever21,Accessories,Fall,36.24,20.65
2024-10-28,Forever21,Accessories,Fall,38.51,20.6
2024-11-04,Forever21,Accessories,Fall,35.68,18.76
2024-11-11,Forever21,Accessories,Fall,33.88,19.43
2024-11-18,Forever21,Accessories,Fall,33.96,21.17
2024-11-25,Forever21,Accessories,Fall,33.53,16.04
2024-12-02,Forever21,Accessories,Winter,34.92,19.23
2024-12-09,Forever21,Accessories,Winter,37.33,14.68
2024-12-16,Forever21,Accessories,Winter,37.93,15.83
2024-12-23,Forever21,Accessories,Winter,37.0,17.67
2024-12-30,Forever21,Accessories,Winter,37.14,16.5
2024-01-01,Forever21,Bottoms,Winter,61.7,8.79
2024-01-08,Forever21,Bottoms,Winter,64.31,8.62
2024-01-15,Forever21,Bottoms,Winter,60.6,8.41
2024-01-22,Forever21,Bottoms,Winter,61.82,7.53
2024-01-29,Forever21,Bottoms,Winter,65.19,6.96
2024-02-05,Forever21,Bottoms,Winter,68.0,7.25
2024-02-12,Forever21,Bottoms,Winter,61.86,7.38
2024-02-19,Forever21,Bottoms,Winter,62.95,7.02
2024-02-26,Forever21,Bottoms,Winter,63.47,8.1
2024-03-04,Forever21,Bottoms,Spring,62.93,10.98
2024-03-11,Forever21,Bottoms,Spring,64.58,9.21
2024-03-18,Forever21,Bottoms,Spring,67.45,8.58
2024-03-25,Forever21,Bottoms,Spring,64.03,10.03
2024-04-01,Forever21,Bottoms,Spring,59.85,9.99
2024-04-08,Forever21,Bottoms,Spring,61.03,8.63
2024-04-15,Forever21,Bottoms,Spring,62.21,9.66
2024-04-22,Forever21,Bottoms,Spring,63.3,9.1
2024-04-29,Forever21,Bottoms,Spring,65.37,9.37
2024-05-06,Forever21,Bottoms,Spring,64.15,9.13
2024-05-13,Forever21,Bottoms,Spring,59.95,9.38
2024-05-20,Forever21,Bottoms,Spring,61.03,10.05
2024-05-27,Forever21,Bottoms,Spring,60.76,9.75
2024-06-03,Forever21,Bottoms,Summer,62.06,9.28
2024-06-10,Forever21,Bottoms,Summer,60.8,9.69
2024-06-17,Forever21,Bottoms,Summer,61.05,10.04
2024-06-24,Forever21,Bottoms,Summer,59.9,10.7
2024-07-01,Forever21,Bottoms,Summer,63.47,10.12
2024-07-08,Forever21,Bottoms,Summer,62.37,9.5
2024-07-15,Forever21,Bottoms,Summer,62.05,11.65
2024-07-22,Forever21,Bottoms,Summer,59.22,11.29
2024-07-29,Forever21,Bottoms,Summer,63.6,12.28
2024-08-05,Forever21,Bottoms,Summer,57.07,10.14
2024-08-12,Forever21,Bottoms,Summer,57.67,10.73
2024-08-19,Forever21,Bottoms,Summer,61.1,9.86
2024-08-26,Forever21,Bottoms,Summer,55.04,11.35
2024-09-02,Forever21,Bottoms,Fall,55.93,9.03
2024-09-09,Forever21,Bottoms,Fall,59.8,9.28
2024-09-16,Forever21,Bottoms,Fall,59.0,9.76
2024-09-23,Forever21,Bottoms,Fall,61.98,8.74
2024-09-30,Forever21,Bottoms,Fall,61.23,8.34
2024-10-07,Forever21,Bottoms,Fall,63.3,9.34
2024-10-14,Forever21,Bottoms,Fall,66.73,7.14
2024-10-21,Forever21,Bottoms,Fall,63.66,8.13
2024-10-28,Forever21,Bottoms,Fall,63.52,10.29
2024-11-04,Forever21,Bottoms,Fall,61.74,8.84
2024-11-11,Forever21,Bottoms,Fall,60.92,8.8
2024-11-18,Forever21,Bottoms,Fall,64.91,7.83
2024-11-25,Forever21,Bottoms,Fall,68.67,7.25
2024-12-02,Forever21,Bottoms,Winter,67.25,6.65
2024-12-09,Forever21,Bottoms,Winter,64.47,7.14
2024-12-16,Forever21,Bottoms,Winter,66.64,6.55
2024-12-23,Forever21,Bottoms,Winter,68.31,6.69
2024-12-30,Forever21,Bottoms,Winter,69.13,7.0
2024-01-01,Forever21,Dresses,Winter,98.95,4.52
2024-01-08,Forever21,Dresses,Winter,95.99,5.46
2024-01-15,Forever21,Dresses,Winter,92.63,6.01
2024-01-22,Forever21,Dresses,Winter,97.02,5.8
2024-01-29,Forever21,Dresses,Winter,97.4,4.58
2024-02-05,Forever21,Dresses,Winter,89.14,6.12
2024-02-12,Forever21,Dresses,Winter,95.85,5.25
2024-02-19,Forever21,Dresses,Winter,92.88,5.67
2024-02-26,Forever21,Dresses,Winter,93.63,5.95
2024-03-04,Forever21,Dresses,Spring,94.47,6.95
2024-03-11,Forever21,Dresses,Spring,90.74,6.69
2024-03-18,Forever21,Dresses,Spring,91.93,5.76
2024-03-25,Forever21,Dresses,Spring,86.42,8.29
2024-04-01,Forever21,Dresses,Spring,88.35,7.16
2024-04-08,Forever21,Dresses,Spring,93.36,6.15
2024-04-15,Forever21,Dresses,Spring,92.64,6.85
2024-04-22,Forever21,Dresses,Spring,91.94,6.17
2024-04-29,Forever21,Dresses,Spring,96.83,6.0
2024-05-06,Forever21,Dresses,Spring,93.56,5.94
2024-05-13,Forever21,Dresses,Spring,85.45,6.96
2024-05-20,Forever21,Dresses,Spring,85.9,8.64
2024-05-27,Forever21,Dresses,Spring,82.28,6.18
2024-06-03,Forever21,Dresses,Summer,81.7,7.13
2024-06-10,Forever21,Dresses,Summer,81.4,8.92
2024-06-17,Forever21,Dresses,Summer,81.45,9.53
2024-06-24,Forever21,Dresses,Summer,88.96,7.15
2024-07-01,Forever21,Dresses,Summer,83.05,7.26
2024-07-08,Forever21,Dresses,Summer,84.02,8.6
2024-07-15,Forever21,Dresses,Summer,89.4,7.79
2024-07-22,Forever21,Dresses,Summer,87.77,7.5
2024-07-29,Forever21,Dresses,Summer,90.81,6.6
2024-08-05,Forever21,Dresses,Summer,94.34,5.82
2024-08-12,Forever21,Dresses,Summer,96.79,7.52
2024-08-19,Forever21,Dresses,Summer,90.8,7.99
2024-08-26,Forever21,Dresses,Summer,92.15,6.31
2024-09-02,Forever21,Dresses,Fall,96.8,6.67
2024-09-09,Forever21,Dresses,Fall,97.19,5.97
2024-09-16,Forever21,Dresses,Fall,95.34,5.92
2024-09-23,Forever21,Dresses,Fall,94.59,4.57
2024-09-30,Forever21,Dresses,Fall,95.77,6.36
2024-10-07,Forever21,Dresses,Fall,91.1,6.82
2024-10-14,Forever21,Dresses,Fall,92.36,6.04
2024-10-21,Forever21,Dresses,Fall,100.73,5.62
2024-10-28,Forever21,Dresses,Fall,102.08,5.45
2024-11-04,Forever21,Dresses,Fall,99.49,6.07
2024-11-11,Forever21,Dresses,Fall,94.7,6.32
2024-11-18,Forever21,Dresses,Fall,91.07,6.87
2024-11-25,Forever21,Dresses,Fall,89.51,6.57
2024-12-02,Forever21,Dresses,Winter,85.63,6.45
2024-12-09,Forever21,Dresses,Winter,90.19,4.94
2024-12-16,Forever21,Dresses,Winter,91.03,5.81
2024-12-23,Forever21,Dresses,Winter,95.16,5.49
2024-12-30,Forever21,Dresses,Winter,97.41,5.26
2024-01-01,Forever21,Outerwear,Winter,153.46,2.75
2024-01-08,Forever21,Outerwear,Winter,163.3,2.43
2024-01-15,Forever21,Outerwear,Winter,161.74,2.21
2024-01-22,Forever21,Outerwear,Winter,158.54,2.49
2024-01-29,Forever21,Outerwear,Winter,152.66,3.03
2024-02-05,Forever21,Outerwear,Winter,162.53,2.67
2024-02-12,Forever21,Outerwear,Winter,160.88,2.3
2024-02-19,Forever21,Outerwear,Winter,167.94,2.16
2024-02-26,Forever21,Outerwear,Winter,171.53,2.43
2024-03-04,Forever21,Outerwear,Spring,164.75,3.08
2024-03-11,Forever21,Outerwear,Spring,162.01,2.64
2024-03-18,Forever21,Outerwear,Spring,167.09,3.17
2024-03-25,Forever21,Outerwear,Spring,156.39,2.62
2024-04-01,Forever21,Outerwear,Spring,149.06,3.13
2024-04-08,Forever21,Outerwear,Spring,136.84,2.86
2024-04-15,Forever21,Outerwear,Spring,130.88,3.29
2024-04-22,Forever21,Outerwear,Spring,133.26,3.48
2024-04-29,Forever21,Outerwear,Spring,136.16,3.25
2024-05-06,Forever21,Outerwear,Spring,133.45,3.46
2024-05-13,Forever21,Outerwear,Spring,130.42,3.9
2024-05-20,Forever21,Outerwear,Spring,133.12,3.34
2024-05-27,Forever21,Outerwear,Spring,137.58,3.39
2024-06-03,Forever21,Outerwear,Summer,144.52,3.19
2024-06-10,Forever21,Outerwear,Summer,155.79,3.21
2024-06-17,Forever21,Outerwear,Summer,135.64,3.88
2024-06-24,Forever21,Outerwear,Summer,139.51,3.65
2024-07-01,Forever21,Outerwear,Summer,141.33,3.15
2024-07-08,Forever21,Outerwear,Summer,141.41,3.53
2024-07-15,Forever21,Outerwear,Summer,144.62,3.56
2024-07-22,Forever21,Outerwear,Summer,141.97,3.65
2024-07-29,Forever21,Outerwear,Summer,144.55,3.6
2024-08-05,Forever21,Outerwear,Summer,139.82,3.54
2024-08-12,Forever21,Outerwear,Summer,144.57,3.56
2024-08-19,Forever21,Outerwear,Summer,145.08,3.23
2024-08-26,Forever21,Outerwear,Summer,137.64,3.81
2024-09-02,Forever21,Outerwear,Fall,145.31,3.07
2024-09-09,Forever21,Outerwear,Fall,149.04,2.57
2024-09-16,Forever21,Outerwear,Fall,146.25,2.98
2024-09-23,Forever21,Outerwear,Fall,148.62,2.79
2024-09-30,Forever21,Outerwear,Fall,152.19,2.89
2024-10-07,Forever21,Outerwear,Fall,142.57,2.87
2024-10-14,Forever21,Outerwear,Fall,139.66,3.06
2024-10-21,Forever21,Outerwear,Fall,142.36,3.35
2024-10-28,Forever21,Outerwear,Fall,142.13,3.1
2024-11-04,Forever21,Outerwear,Fall,141.41,2.69
2024-11-11,Forever21,Outerwear,Fall,130.92,3.43
2024-11-18,Forever21,Outerwear,Fall,130.62,3.39
2024-11-25,Forever21,Outerwear,Fall,128.69,2.99
2024-12-02,Forever21,Outerwear,Winter,131.62,3.15
2024-12-09,Forever21,Outerwear,Winter,140.24,2.96
2024-12-16,Forever21,Outerwear,Winter,145.22,2.5
2024-12-23,Forever21,Outerwear,Winter,143.24,2.93
2024-12-30,Forever21,Outerwear,Winter,148.54,2.38
2024-01-01,Forever21,Shoes,Winter,92.05,5.17
2024-01-08,Forever21,Shoes,Winter,93.05,4.95
2024-01-15,Forever21,Shoes,Winter,97.93,5.02
2024-01-22,Forever21,Shoes,Winter,94.67,4.34
2024-01-29,Forever21,Shoes,Winter,102.21,4.8
2024-02-05,Forever21,Shoes,Winter,101.29,4.42
2024-02-12,Forever21,Shoes,Winter,97.91,4.07
2024-02-19,Forever21,Shoes,Winter,97.93,5.01
2024-02-26,Forever21,Shoes,Winter,97.91,4.77
2024-03-04,Forever21,Shoes,Spring,96.46,5.15
2024-03-11,Forever21,Shoes,Spring,95.27,5.31
2024-03-18,Forever21,Shoes,Spring,90.49,5.79
2024-03-25,Forever21,Shoes,Spring,93.87,5.34
2024-04-01,Forever21,Shoes,Spring,89.96,5.88
2024-04-08,Forever21,Shoes,Spring,87.65,6.03
2024-04-15,Forever21,Shoes,Spring,87.33,6.41
2024-04-22,Forever21,Shoes,Spring,81.34,6.45
2024-04-29,Forever21,Shoes,Spring,80.9,5.66
2024-05-06,Forever21,Shoes,Spring,84.16,5.45
2024-05-13,Forever21,Shoes,Spring,83.06,6.68
2024-05-20,Forever21,Shoes,Spring,84.12,5.99
2024-05-27,Forever21,Shoes,Spring,90.7,5.98
2024-06-03,Forever21,Shoes,Summer,95.78,4.94
2024-06-10,Forever21,Shoes,Summer,98.81,5.04
2024-06-17,Forever21,Shoes,Summer,98.02,6.03
2024-06-24,Forever21,Shoes,Summer,91.48,6.66
2024-07-01,Forever21,Shoes,Summer,92.12,6.06
2024-07-08,Forever21,Shoes,Summer,98.35,6.41
2024-07-15,Forever21,Shoes,Summer,93.45,6.49
2024-07-22,Forever21,Shoes,Summer,93.49,6.97
2024-07-29,Forever21,Shoes,Summer,89.53,6.02
2024-08-05,Forever21,Shoes,Summer,96.17,5.6
2024-08-12,Forever21,Shoes,Summer,96.31,6.49
2024-08-19,Forever21,Shoes,Summer,92.04,5.81
2024-08-26,Forever21,Shoes,Summer,92.95,6.11
2024-09-02,Forever21,Shoes,Fall,102.02,5.26
2024-09-09,Forever21,Shoes,Fall,93.63,5.15
2024-09-16,Forever21,Shoes,Fall,94.23,4.87
2024-09-23,Forever21,Shoes,Fall,89.15,5.29
2024-09-30,Forever21,Shoes,Fall,94.7,5.09
2024-10-07,Forever21,Shoes,Fall,87.43,5.63
2024-10-14,Forever21,Shoes,Fall,85.69,6.04
2024-10-21,Forever21,Shoes,Fall,82.31,7.28
2024-10-28,Forever21,Shoes,Fall,75.91,6.34
2024-11-04,Forever21,Shoes,Fall,76.75,6.62
2024-11-11,Forever21,Shoes,Fall,77.9,6.43
2024-11-18,Forever21,Shoes,Fall,76.88,5.5
2024-11-25,Forever21,Shoes,Fall,79.54,6.96
2024-12-02,Forever21,Shoes,Winter,77.12,6.04
2024-12-09,Forever21,Shoes,Winter,78.34,6.59
2024-12-16,Forever21,Shoes,Winter,83.01,5.51
2024-12-23,Forever21,Shoes,Winter,80.78,5.57
